"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Category","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","152","CHL","Chile","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1996 data exclude Free zones trade, goods procured in ports by carriers and repairs on goods."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1980 series exclude processing zones trade, starting 2014 BPM6"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","231","ETH","Ethiopia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1992: data include Eritrea trade flows"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","324","GIN","Guinea","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1959 data exclude trade with other countries of the former French West Africa (Mauritania-Senegal-Mali-Guinea-Cote d'Ivoire-Niger-Burkina Faso and Benin)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","084","BLZ","Belize","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Electricity imports are not covered."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","50-58: East Cameroon only"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","646","RWA","Rwanda","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2005, data sourced from the NCB Annual report 2011 (and subsequent) include an additional coverage adjustment (for a.o. electricity, postal parcels etc). This adjustment amounts to about USD 41 million in 2005."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","694","SLE","Sierra Leone","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data include no estimate for smuggling and unrecorded trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","222","SLV","El Salvador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1990: includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","178","COG","Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 50: refers to French Equatorial Guinea (Congo-Centr. Afr. Rep.- Chad-Gabon). Data include estimates for diamond imports (IFS)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","92-93: data exclude trade with other countries from the CIS and Baltic States.  Beginning 2010 this series includes an adjustment for bilateral trade with Kazakhstan that is no longer recorded by customs following implementation of a bilateral customs union. Beginning 2013, data refer to trade in goods measured as per the 6th edition of the BOP Manual (prior to 2013 data correspond to BPM5 recommendation - the difference is not significant for the Russian Federation)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","716","ZWE","Zimbabwe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","58-63: trade with Malawi and Zambia is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","585","PLW","Palau","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data refer to fiscal year ending 30-09."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","760","SYR","Syrian Arab Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2004: improved coverage of private sector transactions (unspecified products - source: UN MBS and Comtrade)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","591","PAN","Panama","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2005, data include trade of the Colon Free Zone."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","756","CHE","Switzerland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data include gold since 2012 which result in the upward revision of the 2012-14 export and import values by around 50%. Beginning 2002: electricity, returned goods and processing-related trade are included (USD 3.5 billion in 2002)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","340","HND","Honduras","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Coverage","Prior to 2000: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","222","SLV","El Salvador","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1990: includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","266","GAB","Gabon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 50: data included in Congo figures (French Equatorial Guinea)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","031","AZE","Azerbaijan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 05: series sourced from balance of payments (including an adjustment for shuttle trade and to align with exports)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","116","KHM","Cambodia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Balance of payments basis, including estimates for government imports, commodity and project-aid imports, capital goods related to direct investment enterprises, and raw materials imports by export-oriented businesses."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","430","LBR","Liberia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","1989-00: estimates refer to total exports of partner countries, excluding ships registered for flags of convenience and including significant amounts of unspecified products (Special transactions - SITC 93)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","140","CAF","Central African Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 50: data included in Congo figures (French Equatorial Guinea)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","180","COD","Democratic Republic of the Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","2000-06 data were revised in April 2011 to BOP data (www.bcc.cd). National 07-09 data are considerably higher than previous periods due to an adjustment aimed at balancing the upward revised exports and were not yet considered because of a large discrepancy with mirror statistics."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","562","NER","Niger","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data are based on Balance of payments, which include estimates for informal trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","524","NPL","Nepal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Series refer to calendar year beginning mid-January"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","704","VNM","Viet Nam","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 50: data include trade flows of Cambodia and Lao People's Dem Rep"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","910","","Commonwealth of Independent States (CIS), including certain associate and former member States","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1994, Russian Federation data exclude trade with the successor states of the former USSR."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","340","HND","Honduras","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Coverage","Prior to 2000: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","348","HUN","Hungary","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Coverage","Beginning 1996: includes trade from industrial free zones."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Coverage","Prior to 02: processing zone trade is excluded"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Coverage","2008 onwards: general trade system"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","276","DEU","Germany","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Coverage","1980: Germany Fed Rep . 1990: sum of Germany Fed Rep and GDR"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","004","AFG","Afghanistan","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data refer to recorded trade flows. Data refer to the persian calendar year (beginning on March 21st of the concerned year)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","408","PRK","Korea, Democratic People's Republic of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 1994 data are sourced from the Bank of Korea (Republic of) and the Korean Ministry of Unification."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Coverage","Includes processing zones"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","804","UKR","Ukraine","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Coverage","Data provided by Ukraine do not include the Autonomous Republic of Crimea and the city of Sevastopol starting 2014."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","768","TGO","Togo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Data are based on Balance of payments, which include estimates for smuggled goods and informal trade (CIF values produced by the BCEAO)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","188","CRI","Costa Rica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 93: Processing zones trade is excluded."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","887","YEM","Yemen","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1990, data refer to the former Yemen Arab Republic."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 2004: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","807","MKD","North Macedonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
