"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Category","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","834","TZA","Tanzania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 00: data include re-exports. Revision notice: in April 2013 revised 2006-11 from national central bank data to Comtrade. Comtrade data are plausible, and are preferred to NCB export data which are not clearly documented and display significant inconsistencies within national publications, for this time period. 2012 forward reflects NCB export data which has stabilized within national publications."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","050","BGD","Bangladesh","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1972 data included in Pakistan figures"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","292","GIB","Gibraltar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Petroleum products are excluded"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","414","KWT","Kuwait, the State of","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 70 petroleum exports incude Kuwait's share from Neutral Zone"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","716","ZWE","Zimbabwe","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","58-63: trade with Malawi and Zambia is excluded"
"Merchandise trade values","ITS_MTV_QM","Total merchandise imports - quarterly","000","","World","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Coverage","adjusted for under-recorded intra-EU imports.  includes significant re-exports or imports for re-exports"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","188","CRI","Costa Rica","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 93: Processing zones trade is excluded."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","887","YEM","Yemen","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 1990, data refer to the former Yemen Arab Republic."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","258","PYF","French Polynesia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Beginning 2008: data exclude military exports. The Statistical Institute of French Polynesia only disseminates civilian exports."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","702","SGP","Singapore","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Coverage","Prior to 2003, data exclude trade with Indonesia."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 02: general trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 2004: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","356","IND","India","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","General trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 02: general trade"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","422","LBN","Lebanese Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2001: special trade. Beginning 2001: general trade sourced from customs."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","084","BLZ","Belize","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2002: special trade."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","352","ISL","Iceland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","893","MNE","Montenegro","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade (deemed to be of bettter quality than general trade data - see Central Bank's 2009 Chief Economist report page 147.)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","051","ARM","Armenia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","807","MKD","North Macedonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 2004: special trade (the general trade value would be about 2% higher)"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","100","BGR","Bulgaria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","100","BGR","Bulgaria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","882","WSM","Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2000: special trade"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade (relaxed definition)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","792","TUR","Türkiye","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","072","BWA","Botswana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade. Beginning 03 data conform with the relaxed definition of the special trade system, to take into account goods exported and imported for further processing."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","604","PER","Peru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","356","IND","India","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","General trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","686","SEN","Senegal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 05: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 00: Special trade data sourced from CAPMAS. Beginning 00: general trade (from 00 to 07 special trade adjusted using Free Zone statistics sourced from the Central Bank and the Ministry of Trade). Revision done by WTO in April 09."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 00: Special trade data sourced from CAPMAS. Beginning 00: general trade (from 00 to 07 special trade adjusted using Free Zone statistics sourced from the Central Bank and the Ministry of Trade). Revision done by WTO in April 09."
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","893","MNE","Montenegro","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade (deemed to be of bettter quality than general trade data - see Central Bank's 2009 Chief Economist report page 147.)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","422","LBN","Lebanese Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2001: special trade. Beginning 2001: general trade sourced from customs."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","352","ISL","Iceland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade."
